Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
15BLD-1970,,Building Combo,"2929 COLORADO AVE
SANTA MONICA, CA 90408
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2500.00,4267025028,05/20/2015,05/20/2015,,11/16/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0503,,Building Combo,"202 GEORGINA AVE
SANTA MONICA, CA 90402
(34.02680888400005, -118.511150123)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4293007027,06/20/2013,06/20/2013,,11/15/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5348,,Building Combo,"501 SANTA MONICA BLVD
SANTA MONICA, CA 90401
(34.017273653000075, -118.49416532799995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$39820.00,4291010023,12/23/2014,03/05/2015,,10/17/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5368,,Building Combo,"1225 PEARL ST
SANTA MONICA, CA 90405
(34.012275153000076, -118.47505374299999)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$524960.45,4284020004,12/23/2014,05/21/2015,,11/17/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0065,,Building Combo,,Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4288001900,01/28/2014,02/04/2014,,10/26/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0271,,Building Combo,"814 10TH ST
SANTA MONICA, CA 91356
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$95700.00,4281031025,04/02/2014,04/09/2014,,10/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0435,,Building Combo,"2311 LA MESA DR
SANTA MONICA, CA 90402
(34.04772279900004, -118.49538921199996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$350504.10,4407019011,05/22/2014,06/02/2014,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0516,,Building Combo,"631 WILSHIRE BLVD
SANTA MONICA, CA 90049
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$269850.00,4292005010,06/16/2014,06/18/2014,,09/21/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0639,,Building Combo,"541 11TH ST
SANTA MONICA, CA 90069
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$0.00,4280018015,07/21/2014,07/22/2014,,08/19/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0897,,Building Combo,"222 20TH ST
SANTA MONICA, CA 90402
(34.04342824500003, -118.49783896399998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$935259.20,4279010007,10/08/2014,10/08/2014,,10/11/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP1024,,Building Combo,"1700 OCEAN AVE
SANTA MONICA, CA 02040
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4290019011,11/11/2014,11/13/2014,,10/25/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP1052,,Building Combo,"2700 COLORADO AVE
SANTA MONICA, CA 90401
(34.03137516600003, -118.47023596899999)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$2512200.00,4268001050,11/18/2014,03/11/2015,,11/14/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14PC1679,,Combo Trades,"1315 3RD STREET PROM
SANTA MONICA, CA 90067
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$367500.00,4291012017,10/17/2014,05/21/2015,,11/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0603,,Building Combo,"454 17TH ST
SANTA MONICA, CA 90402
(34.03772790600004, -118.49620848499995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$30000.00,4279023005,02/13/2015,02/13/2015,,10/13/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1746,,Building Combo,"2000 MAIN ST
SANTA MONICA, CA 80112
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4289020021,05/05/2015,05/11/2015,,11/07/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1974,,Building Combo,"943 2ND ST
SANTA MONICA, CA 90402
(34.02111157200005, -118.50429965699999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4292023012,05/21/2015,05/21/2015,,11/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1976,,Roofing,"418 EUCLID ST
SANTA MONICA, CA 06870
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$19000.00,4280014004,05/21/2015,05/21/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1978,,EV Chargers,"1317 7TH ST
SANTA MONICA, CA 90025
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4291008028,05/21/2015,05/21/2015,,11/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1980,,Sign,"1848 LINCOLN BLVD
SANTA MONICA, CA 90402
(34.01284653100004, -118.48362761199996)",Issued,NEW COMMERCIAL CONSTRUCTION,$800.00,4290004018,05/21/2015,05/21/2015,,11/17/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1982,,Sign,"507 WILSHIRE BLVD
SANTA MONICA, CA 07940
",Issued,NEW COMMERCIAL CONSTRUCTION,$2500.00,4292012025,05/21/2015,05/21/2015,,12/01/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
C09355,,Building Combo,"713 ASHLAND AVE
SANTA MONICA, CA 90405
(34.00391534900007, -118.47463315999994)",Issued,NEW MULTI-FAMILY CONSTRUCTION,$0.00,4287017006,08/16/2001,08/16/2001,,08/09/2015,08/28/2003,103,Two-Family Buildings,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0714,,Building Combo,"714 12TH ST
SANTA MONICA, CA 91307
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$834446.19,4280025011,08/15/2014,08/19/2014,,11/18/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0989,,Building Combo,"1609 ASHLAND AVE
SANTA MONICA, CA 90405
(34.00931609400004, -118.46613277699998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$476452.80,4285016013,11/03/2014,11/04/2014,,10/24/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0101,,Building Combo,"1001 MONTANA AVE
SANTA MONICA, CA 90402
(34.029224928000076, -118.49892358099999)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$113400.00,4280024019,01/12/2015,05/22/2015,,11/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0739,,Building Combo,"448 EUCLID ST
SANTA MONICA, CA 90402
(34.03465822800007, -118.49995916199998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$923345.65,4280014010,02/25/2015,05/22/2015,,11/18/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-1992,,Electrical,"119 WADSWORTH AVE
SANTA MONICA, CA 90211
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$400.00,4288016028,05/22/2015,05/22/2015,,11/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1744,,Building Combo,"1315 3RD STREET PROM
SANTA MONICA, CA 90067
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1500000.00,4291012017,05/05/2015,05/20/2015,,11/16/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0727,,Building Combo,"201 OCEAN AVE
SANTA MONICA, CA 11935
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4293019083,08/20/2014,08/20/2014,,08/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP1089,,Building Combo,"1038 7TH ST
SANTA MONICA, CA 91011
",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1100.00,4292006008,11/24/2014,01/01/1900,,05/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
11CBP0937,,Building Combo,"2927 NEBRASKA AVE
SANTA MONICA, CA 28217
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$18750.00,4268003006,08/18/2011,11/01/2013,,11/13/2015,11/01/2013,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP1051,,Building Combo,"520 COLORADO AVE
SANTA MONICA, CA 90029
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$1591078.26,4290010004,11/27/2013,12/06/2013,,11/24/2015,,105,5 or More Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
14CBP0179,,Building Combo,"415 7TH ST
SANTA MONICA, CA 33156
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$1082866.68,4293005033,03/05/2014,03/21/2014,,11/20/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0422,,Building Combo,"1329 PRINCETON ST
SANTA MONICA, CA 90404
(34.03477345600004, -118.47416072499999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$38475.00,4267009015,05/20/2014,05/20/2014,,11/13/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0698,,Building Combo,"219 23RD ST
SANTA MONICA, CA 90025
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$779004.78,4278015014,08/13/2014,08/14/2014,,11/05/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0881,,Building Combo,"415 7TH ST
SANTA MONICA, CA 33156
",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4293005033,10/03/2014,10/03/2014,,11/22/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0891,,Building Combo,"1630 STEWART ST
SANTA MONICA, CA 77007
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$5598317.31,4268001039,10/07/2014,10/08/2014,,12/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0951,,Building Combo,"2017 21ST ST
SANTA MONICA, CA 90404
(34.02078245000007, -118.46912986199999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5027.52,4274025005,10/22/2014,10/22/2014,,10/06/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0979,,Building Combo,"1037 PEARL ST
SANTA MONICA, CA 90272
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$207978.00,4284013024,10/30/2014,10/30/2014,,11/07/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP1013,,Building Combo,"639 10TH ST
SANTA MONICA, CA 90403
(34.03052886200004, -118.50059035299995)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$282663.72,4280024026,11/10/2014,12/11/2014,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP1093,,Building Combo,"1745 OAK ST
SANTA MONICA, CA 90405
(34.01248486900005, -118.46477423699997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4285006019,11/24/2014,11/24/2014,,09/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14STP1649,,Electrical,"1601 CLOVERFIELD BLVD
SANTA MONICA, CA 90404
(34.027847250000036, -118.47305832099994)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4268018048,08/26/2014,08/26/2014,,08/26/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0061,,Electrical,"951 OCEAN AVE
SANTA MONICA, CA 90403
(34.01985255900007, -118.50469043099997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2500.00,4292026087,01/07/2015,01/07/2015,,09/13/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0151,,Plumbing,"2622 2ND ST
SANTA MONICA, CA 60614
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4288002040,01/14/2015,01/14/2015,,07/15/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0452,,Plumbing,"1438 10TH ST
SANTA MONICA, CA 90401
(34.02016828400008, -118.48856885599997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$6000.00,4282026007,02/04/2015,02/04/2015,,08/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0463,,Plumbing,"2633 CENTINELA AVE
SANTA MONICA, CA 90048
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4270017108,02/04/2015,02/04/2015,,08/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0503,,Drywall,"1133 9TH ST
SANTA MONICA, CA 30004
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1200.00,4281028067,02/09/2015,02/09/2015,,08/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0533,,Building Combo,"615 OCEAN AVE
SANTA MONICA, CA 90402
(34.023574429000064, -118.50908177699995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$25000.00,4293015002,02/10/2015,02/10/2015,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0678,,Building Combo,"1008 17TH ST
SANTA MONICA, CA 90403
(34.03155859000003, -118.48898828699998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4281003044,02/20/2015,02/20/2015,,08/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0721,,Seismic Retrofit SMMC 8.68,"818 20TH ST
SANTA MONICA, CA 90272
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3200.00,4277006046,02/24/2015,02/24/2015,,08/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0735,,Building Combo,"2807 3RD ST
SANTA MONICA, CA 00730
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$25000.00,4287022025,02/25/2015,02/25/2015,,09/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0841,,Plumbing,"121 STRAND ST
SANTA MONICA, CA 91301
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$300.00,4289022100,03/04/2015,03/04/2015,,09/05/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1180,,Building Combo,"130 OCEAN PARK BLVD
SANTA MONICA, CA 99999
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$37300.00,4288021077,03/26/2015,03/26/2015,,11/10/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1398,,Building Combo,"1920 Colorado
SANTA MONICA, CA 90405
(34.01013272900008, -118.47267655199994)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$20000.00,4285001022,04/08/2015,05/26/2015,,11/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1461,,Plumbing,"1315 FRANKLIN ST
SANTA MONICA, CA 90066
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$600.00,4267014071,04/14/2015,04/14/2015,,10/11/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1585,,Plumbing,"951 12TH ST
SANTA MONICA, CA 90401
(34.028677713000036, -118.49473155099997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1100.00,4281017014,04/23/2015,04/23/2015,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1657,,Building Combo,"2121 VIRGINIA AVE
SANTA MONICA, CA 90405
(34.02185694600007, -118.46908691799996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4274021024,04/29/2015,04/29/2015,,12/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1855,,Building Combo,"516 SAN VICENTE BLVD
SANTA MONICA, CA 90405
(34.03088617900005, -118.50895996099996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3600.00,4293004040,05/13/2015,05/13/2015,,11/14/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1961,,Photovoltaic,"1128 24TH ST
SANTA MONICA, CA 90403
(34.03476769400004, -118.48079901999995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$14088.00,4276004013,05/20/2015,05/20/2015,,11/16/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1972,,Roofing,"2336 28TH ST
SANTA MONICA, CA 57186
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$9000.00,4270003042,05/21/2015,05/21/2015,,11/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2031,,Building Combo,"533 23RD ST
SANTA MONICA, CA 90402
(34.04143249200007, -118.48862070899997)",Issued,NEW COMMERCIAL CONSTRUCTION,$50000.00,4278012017,05/26/2015,05/26/2015,,12/02/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-2032,,Sign,,Issued,NEW COMMERCIAL CONSTRUCTION,$3000.00,4291009018,05/26/2015,05/26/2015,,11/22/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
10CBP0514,,Building Combo,"1319 YALE ST
SANTA MONICA, CA 90403
(34.03665205300007, -118.47273324699995)",Issued,NEW MULTI-FAMILY CONSTRUCTION,$1559370.92,4267011011,05/21/2010,05/28/2010,,12/01/2015,,105,5 or More Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
13CBP1018,,Building Combo,"111 ESPARTA WAY
SANTA MONICA, CA 91436
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$1368576.80,4280003050,11/19/2013,11/20/2013,,11/28/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0445,,Building Combo,"1666 EUCLID ST
SANTA MONICA, CA 92210
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$647250.00,4283007003,05/28/2014,06/03/2014,,12/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0456,,Building Combo,"2432 32ND ST
SANTA MONICA, CA 90025
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$301900.50,4270007028,06/02/2014,06/17/2014,,06/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0513,,Building Combo,"460 23RD ST
SANTA MONICA, CA 90049
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$574896.05,4278018004,06/13/2014,06/17/2014,,12/01/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0689,,Building Combo,"452 21ST PL
SANTA MONICA, CA 90403
(34.041448066000044, -118.49225182299995)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$0.00,4278028005,08/08/2014,08/11/2014,,11/29/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0747,,Building Combo,"1713 ROBSON AVE
SANTA MONICA, CA 90024
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4285021005,08/25/2014,09/12/2014,,09/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0862,,Building Combo,"1030 MONTANA AVE
SANTA MONICA, CA 90403
(34.02972761400002, -118.49820077999999)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$90375.00,4281024001,09/30/2014,09/30/2014,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0784,,Building Combo,"1221 Ocean Ave
SANTA MONICA, CA 90403
(34.01630088600007, -118.50062025699998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2000.00,4266014040,02/26/2015,02/26/2015,,08/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2061,,Building Combo,"1133 10TH ST
SANTA MONICA, CA 90265
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$25000.00,4281027032,05/27/2015,05/27/2015,,11/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2064,,Plumbing,"1231 HARVARD ST
SANTA MONICA, CA 90049
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2200.00,4267005013,05/27/2015,05/27/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2068,,Building Combo,"851 4TH ST
SANTA MONICA, CA 11229
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4000.00,4292016015,05/27/2015,05/27/2015,,11/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
M12417,,Mechanical,"1447 11TH ST
SANTA MONICA, CA 92653
",Issued,UNDEFINED,$0.00,4282024018,06/08/2001,06/08/2001,,01/01/1900,,,,,0,Commercial
11CBP0567,,Building Combo,"1830 12TH ST
SANTA MONICA, CA 90265
",Issued,UNDEFINED,$0.00,4283026014,06/20/2011,06/29/2012,,11/23/2015,06/29/2012,438,Residential Garages & Carports (Attached or Not),Section IV - Additions & Alterations,0,Commercial
13CBP0884,,Building Combo,"820 STANFORD ST
SANTA MONICA, CA 06903
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$56250.00,4266012063,10/08/2013,10/08/2013,,09/23/2015,10/07/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0101,,Building Combo,"1731 20TH ST
SANTA MONICA, CA 90404
(34.02360323600004, -118.47405932399994)",Issued,UNDEFINED,$0.00,4275029015,02/10/2014,02/19/2014,,11/07/2015,,326,Schools & Other Educational Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0164,,Building Combo,"438 LINCOLN BLVD
SANTA MONICA, CA 90402
(34.03130854400007, -118.50525850599996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$665000.00,4293005018,02/27/2014,03/17/2014,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0620,,Building Combo,"2610 31ST ST
SANTA MONICA, CA 90405
(34.02213177200008, -118.454333411)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$82717.50,4270021036,07/15/2014,07/31/2014,,11/17/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0688,,Building Combo,"2311 LA MESA DR
SANTA MONICA, CA 90402
(34.04772279900004, -118.49538921199996)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4407019011,08/07/2014,08/07/2014,,08/06/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0700,,Building Combo,"1338 PEARL ST
SANTA MONICA, CA 90405
(34.012995330000024, -118.47370557299996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$157321.88,4284029019,08/14/2014,09/04/2014,,08/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0736,,Building Combo,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4290015922,08/22/2014,08/22/2014,,11/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0947,,Building Combo,"2316 3RD ST
SANTA MONICA, CA 90405
(34.00549973600005, -118.48469142799996)",Issued,NEW MULTI-FAMILY CONSTRUCTION,$1061206.74,4289015034,10/21/2014,10/27/2014,,11/23/2015,,104,3 or 4 Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
15BLD-1093,,Plumbing,"3121 6TH ST
SANTA MONICA, CA 90405
(34.00034212300005, -118.47504798199998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$500.00,4287037023,03/20/2015,03/20/2015,,11/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2082,,Windows,"717 CEDAR ST
SANTA MONICA, CA 90406
(34.008029161000024, -118.47965034999999)",Issued,UNDEFINED,$23000.00,4287001036,05/28/2015,05/28/2015,,11/24/2015,,,,,0,Residential
15BLD-2083,,Windows,"717 CEDAR ST
SANTA MONICA, CA 90406
(34.008029161000024, -118.47965034999999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$23000.00,4287001037,05/28/2015,05/28/2015,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2085,,Windows,"721 CEDAR ST
SANTA MONICA, CA 90405
(34.00821566500008, -118.47932409899994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$23000.00,4287001038,05/28/2015,05/28/2015,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2090,,Windows,"723 CEDAR ST
SANTA MONICA, CA 90717
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$23000.00,4287001041,05/28/2015,05/28/2015,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
