Ledger Type,Cost Center Type,Fund Id,Fund Description,Expenditure Category Id,Expenditure Category Description,Project ID,Project Description,Fiscal year,July,August,September,October,November,December,January,February,March,April,May,June
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PANEL FEES                    ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,740,RECREATIONAL & CULTURAL (CIP) ,0081,SUPPORT SERVICES              ,11,0,90,0,0,9215,0,0,0,-2582,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,740,RECREATIONAL & CULTURAL (CIP) ,0081,SUPPORT SERVICES              ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,OCEAN PARK BIKE RACKS         ,11,0,0,0,0,12000,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,OCEAN PARK BIKE RACKS         ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,COLLECTION CONSERVATION       ,11,0,0,0,0,0,3850,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,COLLECTION CONSERVATION       ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00077,Parking Authority Fund        ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PARKING STRUCTURE # 6         ,11,0,2800,0,0,0,0,0,0,0,0,0,0
AA,JB,00077,Parking Authority Fund        ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PARKING STRUCTURE # 6         ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,7057,LUCE MONITOR MEASURE IMPLEMENT,12,0,0,0,37773.34,17416.48,0,52217.39,0,12072.81,13908.57,0,26234.72
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,7057,LUCE MONITOR MEASURE IMPLEMENT,11,0,0,0,0,0,0,28124.74,0,0,35891.16,37185.7,124353.48
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,4063,FIRE STATION 1                ,12,0,0,0,2176.5,2000,4990,0,0,0,0,0,16
AA,JB,00033,Airport Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",3091,AIRFIELD GATE REPLACE & MAINT ,11,0,0,0,20213,0,0,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",3091,AIRFIELD GATE REPLACE & MAINT ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,4875,0,0,0,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMPUTER EQUIPMENT REPLACEMENT,11,0,0,0,0,0,0,6260,0,0,0,0,300
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMPUTER EQUIPMENT REPLACEMENT,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATION SERVICES    ,11,0,0,0,0,0,559949,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATION SERVICES    ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIPMENT REPLACEMENT,11,0,0,0,0,0,0,1187467,0,0,0,0,29692.25
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIPMENT REPLACEMENT,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,1878,0,0,0,0,0,0
AA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,8220,0,0,0,0,0
AA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,8220,0,0,0,0,0
AA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,4050,0,0,0,0,0,0
AA,JB,00012,Housing Authority Fund        ,720,COMM & ECON DEV (CIP)         ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0108,HELP DESK SYSTEM              ,11,0,0,0,0,0,0,98359.5,0,8340.5,9500,3800,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0108,HELP DESK SYSTEM              ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0221,BICYCLE NETWORK CONNECTIONS   ,11,0,0,0,0,0,0,0,0,0,0,92171.27,58140.22
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0221,BICYCLE NETWORK CONNECTIONS   ,12,0,0,0,88920,26943.68,33824.83,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,6030,MARINE PK PLYGD RETAINING WALL,12,0,25180.7,0,-1150,12969.05,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7043,ATMS AD TRAFFIC MGMT SYS-PHS 5,12,0,0,0,42799.47,8932.55,7521.59,0,0,0,0,23256.43,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7044,TRAFFIC DEVICE EQUIPMENT      ,11,0,0,0,0,0,465.45,9314.69,48811.31,0,-222.37,0,4955.74
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7044,TRAFFIC DEVICE EQUIPMENT      ,12,-4955.74,0,0,-22.78,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7060,EXPO MAINTENANCE YARD BUFFER  ,12,0,0,0,0,9.8,0,0,9.8,27.9,246.3,1618.16,18.11
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,12,14,15.56,0,688,908.96,34494.43,119.2,32120.6,45.6,-48197.26,35.21,334.93
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,12,0,0,0,85.35,0,0,446.21,0,114.6,0,0,344.76
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,12,0,0,0,37.5,0,0,0,0,0,37.5,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,11,0,0,0,0,0,0,0,0,0,395,5580.09,5908.41
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,11,0,0,0,0,0,0,0,0,0,0,0,458.74
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7062,CONGESTION MGMT SPECIAL EVENTS,11,0,0,3375,956.38,2159.77,0,4.25,0,0,0,24050,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7062,CONGESTION MGMT SPECIAL EVENTS,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7063,I-10 OFF-RAMP SIGNAGE IMPROVEM,12,0,0,0,462.4,6667.9,0,0,0,0,0,18756.5,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7063,I-10 OFF-RAMP SIGNAGE IMPROVEM,11,0,0,0,0,0,0,0,0,0,0,29567.37,14535.37
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,8015,PS VIDEO STORAGE SYS REPLACEME,11,0,0,0,0,0,0,118539.6,77098.5,-1891.14,0,71840.62,9412.42
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,8015,PS VIDEO STORAGE SYS REPLACEME,12,0,0,0,0,0,0,2901.44,0,0,0,-2876.91,99975.47
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,0529,FIRE STATION 3 STRUCTURAL EVAL,12,0,0,0,0,0,0,9.8,0,0,23075,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0593,OVER THE STREET BANNER REPLACE,12,0,0,0,0,0,54583.57,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4067,MAIN STREET PARKING LOTS PAVIN,11,0,0,0,0,0,0,0,0,0,1995,41731.95,23467.71
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4067,MAIN STREET PARKING LOTS PAVIN,12,0,996.45,0,0,0,0,0,0,0,0,0,0
AA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,47380,0,0,0,0,4112.5
AA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,34230,0,0,0,0,300
AA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,19680,0,0,0,0,3662.5
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,3625
AA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,8600,0,0,0,0,0
AA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00032,Civic Auditorium Fund         ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,9640,0,0,0,0,0
AA,JB,00032,Civic Auditorium Fund         ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,12270,0,0,0,0,0
AA,JB,00037,Cemetery Fund                 ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,8880,0,0,0,0,0
AA,JB,00037,Cemetery Fund                 ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,9640,0,0,0,0,1525
AA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00059,"Self-insur, Workers' Comp Fund",710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,0,0,20030,0,0,0,0,0
AA,JB,00059,"Self-insur, Workers' Comp Fund",710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,40739,0,0,0,0,0,0
AA,JB,00025,Water Fund                    ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,7079,0,0,0,0,0,0
AA,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,9920,0,0,0,0,0,0
AA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,13627,0,0,0,0,0,0
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00032,Civic Auditorium Fund         ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,10450,0,0,0,0,0,0
AA,JB,00032,Civic Auditorium Fund         ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,15987,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00037,Cemetery Fund                 ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,3018,0,0,0,0,0,0
AA,JB,00037,Cemetery Fund                 ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,5297,0,0,0,0,0,0
AA,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00059,"Self-insur, Workers' Comp Fund",710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,6260,0,0,0,0,0,0
AA,JB,00059,"Self-insur, Workers' Comp Fund",710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,50000,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,8014,NO NET NEW TRIPS-METRO GRANT  ,12,0,0,0,0,0,0,0,0,0,0,5599.99,4210.54
AA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,7064,EXPO WATER BETTERMENTS        ,12,0,0,0,0,0,0,0,0,0,0,0,22338
AA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,9027,PIER MASTER PLAN              ,12,0,0,0,3813.01,40708.02,6212.16,11544.77,1415.18,331.94,377.5,1586.25,67.2
AA,JB,00030,Pier Fund                     ,710,GENERAL GOVERNMENT (CIP)      ,9030,PIER MAINTENANCE              ,12,0,34060,0,0,0,0,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6032,COURTYARD OFFICES ROOF        ,11,0,0,0,0,0,0,1750,0,2650.18,0,0,0
AA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6032,COURTYARD OFFICES ROOF        ,12,0,0,0,2627,1225,0,0,0,0,0,4466.58,71550.21
AA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6033,AIRPORT BUILDINGS REHAB       ,11,0,0,0,1850,0,36543.36,0,0,0,0,0,0
AA,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6033,AIRPORT BUILDINGS REHAB       ,12,0,0,0,0,0,0,0,7867.4,9095,0,31380,5964.31
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7042,SAFE ROUTES TO SCHOOL EDUCATIO,12,0,1345.39,0,0,26951.4,0,20713.45,0,24858.07,48856,0,16330.79
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0109,TRANS MGMT ORG FORM-PROP C    ,11,0,0,0,0,0,0,0,0,0,0,0,41689.6
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0109,TRANS MGMT ORG FORM-PROP C    ,12,0,0,0,0,0,0,0,7731.25,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4065,CALRECYCLE TIRE DERIVED GRANT ,11,0,0,0,0,0,0,14945.4,0,0,0,0,-2445.4
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4065,CALRECYCLE TIRE DERIVED GRANT ,12,0,0,0,0,22060.56,0,0,0,0,0,0,147.79
AA,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,9031,PROP 84 IN-LINE STORM DRAIN   ,12,0,0,0,0,0,4999,0,0,0,0,0,5.05
AA,JB,00077,Parking Authority Fund        ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",8740,PURCHASE PARKING METERS       ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00077,Parking Authority Fund        ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",8740,PURCHASE PARKING METERS       ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,12,0,1026664,717911.56,-6164185.1,2093264.07,3455752.66,167371.68,1746555.66,1295139.09,1343398.55,1720405.64,5977952.84
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,12,0,0,4819.44,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,11,0,0,0,0,0,0,0,0,0,0,0,1265469
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,11,0,0,0,0,0,0,1036,79.75,5816,26017.62,909435.73,67374.98
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,11,0,0,0,0,0,0,0,0,0,0,0,3212.96
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,12,75260.47,193416.44,54011.27,6181156.78,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4049,PKG STRUCTURE 6 CONSTRUCTION  ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4071,BICYCLE INFRASTRUCTURE        ,11,0,0,0,0,0,0,0,0,0,0,0,75
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4071,BICYCLE INFRASTRUCTURE        ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4072,BICYCLE EDU & AWARENESS       ,11,0,0,0,0,0,0,0,0,0,1256.38,6921.06,10159.76
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4072,BICYCLE EDU & AWARENESS       ,12,0,-2210,0,0,726.97,55.5,0,0,0,42.71,0,2668.96
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4073,BICYCLE PROJ READI & GRANT MAT,12,0,0,0,0,0,0,0,0,0,0,0,45342.25
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2010 STATE COPS GRANT         ,11,0,0,0,0,0,0,0,12317.94,111986.06,0,-0.01,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2010 STATE COPS GRANT         ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2011 STATE COPS GRANT         ,11,0,0,0,0,0,0,0,0,22651,0,-0.26,-22650.74
AA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,8011,CIP MANAGEMENT SOFTWARE       ,11,0,0,0,0,0,0,0,0,0,0,16000,0
AA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,8011,CIP MANAGEMENT SOFTWARE       ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,8011,CIP MANAGEMENT SOFTWARE       ,11,0,0,0,0,0,0,0,0,0,0,16000,0
AA,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,8011,CIP MANAGEMENT SOFTWARE       ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9033,OLYMPIC WELL FIELD PRELIM DES ,11,0,0,0,0,0,0,0,0,15977.5,74807.5,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",9033,OLYMPIC WELL FIELD PRELIM DES ,12,0,9404.33,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,97633.92,2550,2100,136944,1200,80581.69
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,4400,0,83053.46,5500,0,0,0,0,0,0,204300.09
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,250826.06,21214.16,0,0,0,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,53021.75,0,85643.2,0,335440.44,0,132188,0,214241.06,236641.65,154896.79
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,0,324131.32,331017,732895.01,517810.29,1449225.32
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,256076.06,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,85568.4,187.5,350,105433.63,279598,1325976.24
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,565101.13,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING AFF TRUST FUN,12,0,25000,10800,213330,7500,27544.11,721354.25,0,200,134,450,120117
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0194,HOUSING - LINE OF CREDIT      ,11,0,0,0,0,0,0,3230559.24,111888.94,0,124825.31,23632.31,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0194,HOUSING - LINE OF CREDIT      ,11,0,0,0,0,0,0,1724401.18,735608.64,974516,203486.64,0,0
AA,JB,00001,General Fund                  ,720,COMM & ECON DEV (CIP)         ,0194,HOUSING - LINE OF CREDIT      ,12,0,0,43127.82,0,73130.37,0,161137.17,597378.26,0,0,0,0
